"LTER_site","local_site","date","discharge","temperature","notes"
"NWT","sdl",2000-07-25,37,NaN,NaN
"NWT","sdl",2000-07-26,36,NaN,NaN
"NWT","sdl",2000-07-27,11,NaN,NaN
"NWT","sdl",2000-07-28,5,NaN,NaN
"NWT","sdl",2000-07-29,3,NaN,NaN
"NWT","sdl",2000-07-30,0,NaN,NaN
"NWT","sdl",2000-07-31,0,NaN,NaN
"NWT","sdl",2000-08-01,0,NaN,NaN
"NWT","sdl",2000-08-02,0,NaN,NaN
"NWT","sdl",2000-08-03,0,NaN,NaN
"NWT","sdl",2000-08-04,0,NaN,NaN
"NWT","sdl",2000-08-05,0,NaN,NaN
"NWT","sdl",2000-08-06,0,NaN,NaN
"NWT","sdl",2000-08-07,0,NaN,NaN
"NWT","sdl",2000-08-08,0,NaN,NaN
"NWT","sdl",2000-08-09,0,NaN,NaN
"NWT","sdl",2000-08-10,0,NaN,NaN
"NWT","sdl",2000-08-11,0,NaN,NaN
"NWT","sdl",2000-08-12,NaN,NaN,NaN
"NWT","sdl",2000-08-13,NaN,NaN,NaN
"NWT","sdl",2000-08-14,NaN,NaN,NaN
"NWT","sdl",2000-08-15,NaN,NaN,NaN
"NWT","sdl",2000-08-16,NaN,NaN,NaN
"NWT","sdl",2000-08-17,NaN,NaN,NaN
"NWT","sdl",2000-08-18,NaN,NaN,NaN
"NWT","sdl",2000-08-19,NaN,NaN,NaN
"NWT","sdl",2000-08-20,NaN,NaN,NaN
"NWT","sdl",2000-08-21,NaN,NaN,NaN
"NWT","sdl",2000-08-22,NaN,NaN,NaN
"NWT","sdl",2000-08-23,NaN,NaN,NaN
"NWT","sdl",2000-08-24,NaN,NaN,NaN
"NWT","sdl",2000-08-25,NaN,NaN,NaN
"NWT","sdl",2000-08-26,NaN,NaN,NaN
"NWT","sdl",2000-08-27,NaN,NaN,NaN
"NWT","sdl",2000-08-28,NaN,NaN,NaN
"NWT","sdl",2000-08-29,NaN,NaN,NaN
"NWT","sdl",2000-08-30,NaN,NaN,NaN
"NWT","sdl",2000-08-31,NaN,NaN,NaN
"NWT","sdl",2000-09-01,NaN,NaN,NaN
"NWT","sdl",2000-09-02,NaN,NaN,NaN
"NWT","sdl",2000-09-03,NaN,NaN,NaN
"NWT","sdl",2000-09-04,NaN,NaN,NaN
