siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO98,TA9966SW,"2005-08-16 20:30","2005-08-23 17:45",200508,4.790,13.200," ",.174," ",.023," ",.030," ",.044," ",.379," ",1.717," ",.090," ",.916,528.900,-9.990,7.790,"w ","            ",2006-08-23
CO98,TB0204SW,"2005-08-23 17:45","2005-08-30 17:25",200508,4.620,17.700," ",.285," ",.037," ",.036," ",.057," ",.360," ",1.952," ",.126," ",1.331,240.100,2.540,2.540,"w ","            ",2006-08-23
CO98,TB0533SW,"2005-08-30 17:25","2005-09-06 16:00",200509,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",
CO98,TB0799SW,"2005-09-06 16:00","2005-09-13 15:45",200509,4.820,10.600," ",.096," ",.011," ",.012," ",.021," ",.127," ",.951," ",.044," ",.671,649.200,9.652,9.652,"w ","            ",2006-08-23
CO98,TB1039SW,"2005-09-13 15:45","2005-09-20 17:45",200509,4.910,11.000," ",.265," ",.036," ",.048," ",.105," ",.182," ",1.620," ",.167," ",.648,301.600,5.588,5.588,"w ","            ",2006-08-23
CO98,TB1307SW,"2005-09-20 17:45","2005-09-27 16:00",200509,5.070,5.500," ",.071," ",.011," ",.060," ",.018," ",.014," ",.404," ",.045," ",.291,828.400,12.700,12.700,"w ","            ",2006-08-23
CO98,TB1608SW,"2005-09-27 16:00","2005-10-04 16:45",200510,5.200,5.100," ",.042," ",.004," ",.006," ",.011," ",.103," ",.367," ",.028," ",.405,-9.000,23.622,23.622,"w ","            ",2006-08-23
CO98,TB1873SW,"2005-10-04 16:45","2005-10-11 16:40",200510,5.440,3.400," ",.104," ",.010," ",.015," ",.011," ",.065," ",.255," ",.023," ",.307,1095.700,-9.990,16.139,"w ","            ",2006-08-23
CO98,TB2102SW,"2005-10-11 16:40","2005-10-18 15:30",200510,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,4.800,.000,.000,"d ","            ",
CO98,TB2402SW,"2005-10-18 15:30","2005-10-25 15:30",200510,5.310,6.600," ",.076," ",.005," ",.009," ",.009," ",.345," ",.935," ",.022," ",.473,526.700,11.430,11.430,"w ","            ",2006-08-23
CO98,TB2668SW,"2005-10-25 15:30","2005-11-01 16:20",200510,5.310,2.800," ",.018," ",.002," ",.003,<,.003,<,.005," ",.122,<,.008," ",.139,386.900,11.430,11.430,"w ","            ",2006-08-23
CO98,TB2933SW,"2005-11-01 16:20","2005-11-08 17:00",200511,5.330,5.100," ",.161," ",.018," ",.013," ",.027," ",.089," ",.545," ",.026," ",.441,387.700,17.780,17.780,"w ","            ",2006-08-23
CO98,TB3168SW,"2005-11-08 17:00","2005-11-15 22:30",200511,5.260,4.700," ",.086," ",.007," ",.024," ",.012," ",.083," ",.311," ",.028," ",.385,640.200,66.040,66.040,"w ","            ",2006-08-23
CO98,TB3531SW,"2005-11-15 22:30","2005-11-22 20:30",200511,5.060,4.800," ",.030," ",.003," ",.010," ",.007," ",.027," ",.451," ",.022," ",.192,173.800,9.652,9.652,"w ","            ",2006-08-23
CO98,TB3709SW,"2005-11-22 20:30","2005-11-29 17:45",200511,5.170,4.700," ",.104," ",.013," ",.033," ",.020," ",.015," ",.627," ",.045," ",.216,39.200,-9.990,.577,wd,"            ",2006-08-23
CO98,TB4169SW,"2005-11-29 17:50","2005-12-14 18:13",200512,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,580.400,-9.990,8.549,"  ","e           ",2006-08-23
CO98,TB4482SW,"2005-12-14 18:15","2005-12-20 18:15",200512,5.260,3.200," ",.031," ",.004," ",.012," ",.024," ",.014," ",.202," ",.043," ",.122,154.000,7.620,7.620,"w ","            ",2006-08-23
CO98,TB4833SW,"2005-12-20 18:15","2005-12-27 18:30",200512,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,3.000,7.620,7.620,"  ","v           ",
CO98,TB4984SW,"2005-12-27 18:30","2006-01-03 17:45",200512,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,15.200,11.430,11.430,"  ","v           ",
CO98,TB5235SW,"2006-01-03 17:45","2006-01-10 17:20",200601,5.260,5.600," ",.191," ",.016," ",.012," ",.032," ",.090," ",.999," ",.032," ",.276,434.200,24.130,24.130,"w ","            ",
CO98,TB5570SW,"2006-01-10 17:20","2006-01-17 18:00",200601,5.210,5.500," ",.174," ",.016," ",.017," ",.048," ",.071," ",.727," ",.051," ",.404,157.700,10.668,10.668,"w ","            ",
CO98,TB5831SW,"2006-01-17 18:01","2006-01-24 17:50",200601,5.450,2.800," ",.118," ",.004," ",.003," ",.021," ",.020," ",.451," ",.021," ",.080,848.800,28.448,28.448,"w ","            ",
CO98,TB6024SW,"2006-01-24 18:00","2006-01-31 20:00",200601,5.140,4.900," ",.070," ",.007," ",.012," ",.017," ",.034," ",.433," ",.037," ",.213,194.300,20.320,20.320,"w ","            ",
CO98,TB6299SW,"2006-01-31 20:00","2006-02-07 18:00",200602,5.110,6.200," ",.134," ",.013," ",.013," ",.061," ",.123," ",.781," ",.049," ",.466,205.400,25.400,25.400,"w ","            ",
CO98,TB6584SW,"2006-02-07 18:00","2006-02-14 17:30",200602,5.140,6.700," ",.085," ",.010," ",.006," ",.032," ",.051," ",.773," ",.032," ",.149,107.700,5.080,5.080,"w ","            ",
CO98,TB6864SW,"2006-02-14 17:30","2006-02-21 20:00",200602,7.560,46.300," ",7.848," ",.362," ",.211," ",.447," ",.044," ",1.459," ",.176," ",1.558,630.700,26.670,26.670,"w ","            ",
CO98,TB7171SW,"2006-02-21 20:00","2006-02-28 17:15",200602,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,4.900,.000,.000,"d ","            ",
CO98,TB7428SW,"2006-02-28 17:20","2006-03-07 17:45",200603,5.630,2.500," ",.115," ",.011," ",.011," ",.013," ",.042," ",.251," ",.016," ",.185,147.300,6.350,6.350,"w ","            ",
CO98,TB7711SW,"2006-03-07 17:45","2006-03-14 18:15",200603,5.150,4.200," ",.044," ",.005," ",.004," ",.008," ",.085," ",.575," ",.020," ",.162,1016.700,27.940,27.940,"w ","            ",
CO98,TB7956SW,"2006-03-14 18:15","2006-03-21 18:10",200603,5.090,5.700," ",.062," ",.006," ",.005," ",.014," ",.170," ",.738," ",.026," ",.335,1618.900,-9.990,23.845,"w ","            ",
CO98,TB8242SW,"2006-03-21 18:10","2006-03-28 18:00",200603,5.040,5.400," ",.096," ",.012," ",.008," ",.025," ",.026," ",.683," ",.034," ",.183,386.300,-9.990,5.690,"w ","            ",
CO98,TB8501SW,"2006-03-28 18:00","2006-04-04 16:30",200604,5.080,7.000," ",.174," ",.020," ",.039," ",.033," ",.039," ",.680," ",.071," ",.453,101.500,-9.990,1.495,"w ","            ",
CO98,TB8711SW,"2006-04-04 16:30","2006-04-11 16:15",200604,5.490,2.400," ",.054," ",.004," ",.015," ",.020," ",.044," ",.217," ",.024," ",.100,275.000,-9.990,4.050,"w ","            ",
CO98,TB9045SW,"2006-04-11 16:15","2006-04-18 17:50",200604,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,70.200,-9.990,1.034,"  ","c           ",
CO98,TB9313SW,"2006-04-18 17:50","2006-04-25 18:00",200604,6.330,7.000," ",.648," ",.046," ",.038," ",.066," ",.213," ",.839," ",.063," ",.627,1425.300,-9.990,20.994,"w ","            ",
CO98,TB9497SW,"2006-04-25 18:15","2006-05-02 18:00",200604,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,-9.990,.000,"d ","            ",
CO98,TB9824SW,"2006-05-02 18:00","2006-05-09 17:18",200605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.000,43.180,43.180,"  ","f           ",
CO98,TC0019SW,"2006-05-09 17:30","2006-05-16 19:00",200605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",
CO98,TC0545SW,"2006-05-16 19:10","2006-05-23 16:35",200605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,43.180,43.180,"  ","v           ",
CO98,TC0606SW,"2006-05-23 16:35","2006-05-30 17:00",200605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,15.240,15.240,"  ","vb          ",
CO98,TC0871SW,"2006-05-30 17:00","2006-06-06 16:30",200606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,-9.990,.000,"d ","            ",
CO98,TC1152SW,"2006-06-06 16:30","2006-06-13 17:40",200606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,7.620,7.620,"  ","vu          ",
CO98,TC1358SW,"2006-06-13 17:40","2006-06-20 18:51",200606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,316.700,-9.990,4.664,"  ","c           ",
CO98,TC1627SW,"2006-06-20 18:51","2006-06-27 15:50",200606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,185.900,1.778,1.778,"  ","c           ",
CO98,TC1945SW,"2006-06-27 15:50","2006-07-04 16:40",200607,4.960,9.800," ",.216," ",.026," ",.060," ",.024," ",.351," ",1.265," ",.056," ",.811,1253.800,14.732,14.732,"w ","            ",
CO98,TC2217SW,"2006-07-04 16:40","2006-07-11 16:40",200607,5.180,4.200," ",.018," ",.002," ",.008," ",.005," ",.131," ",.408," ",.018," ",.170,3332.200,45.720,45.720,"w ","            ",
CO98,TC2422SW,"2006-07-11 16:40","2006-07-18 19:30",200607,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,663.100,10.160,10.160,"  ","c           ",
CO98,TC2695SW,"2006-07-18 19:30","2006-07-25 16:28",200607,4.920,11.300," ",.267," ",.027," ",.040," ",.023," ",.417," ",1.477," ",.060," ",.747,1871.400,-9.990,27.565,"w ","            ",
CO98,TC2972SW,"2006-07-25 16:28","2006-08-01 16:20",200607,5.130,10.300," ",.296," ",.032," ",.078," ",.306," ",.309," ",1.266," ",.444," ",.690,690.600,10.160,10.160,"w ","            ",
CO98,TC3285SW,"2006-08-01 16:20","2006-08-08 17:20",200608,4.830,9.200," ",.105," ",.013," ",.021," ",.023," ",.176," ",.931," ",.063," ",.538,410.200,-9.990,6.042,"w ","            ",
CO98,TC3510SW,"2006-08-08 17:20","2006-08-15 18:30",200608,4.420,23.300," ",.404," ",.048," ",.218," ",.053," ",.247," ",3.744," ",.149," ",.971,66.000,1.270,1.270,"w ","            ",
CO98,TC3766SW,"2006-08-15 18:30","2006-08-22 15:15",200608,4.640,15.500," ",.215," ",.027," ",.024," ",.066," ",.373," ",2.313," ",.099," ",.865,1468.500,20.828,20.828,"w ","            ",
CO98,TC4098SW,"2006-08-22 15:15","2006-08-29 16:40",200608,4.890,9.300," ",.153," ",.016," ",.024," ",.029," ",.280," ",1.176," ",.061," ",.686,885.200,13.462,13.462,"w ","            ",
CO98,TC4282SW,"2006-08-29 16:40","2006-09-05 17:00",200609,4.930,20.200," ",.886," ",.114," ",.062," ",.216," ",.700," ",4.125," ",.468," ",1.724,104.700,2.032,2.032,"w ","            ",
CO98,TC4593SW,"2006-09-05 17:00","2006-09-12 16:45",200609,5.260,7.000," ",.142," ",.013," ",.041," ",.014," ",.366," ",.881," ",.047," ",.517,2257.500,31.750,31.750,"w ","            ",
CO98,TC4826SW,"2006-09-12 16:45","2006-09-19 18:30",200609,5.220,9.900," ",.426," ",.051," ",.100," ",.061," ",.379," ",1.846," ",.101," ",.853,515.900,13.970,13.970,"w ","            ",
CO98,TC5108SW,"2006-09-19 18:30","2006-09-26 15:30",200609,5.980,12.600," ",.340," ",.031," ",.038," ",.055," ",1.024," ",2.727," ",.089," ",1.052,820.000,26.416,26.416,"w ","            ",
CO98,TC5421SW,"2006-09-26 15:30","2006-10-03 16:30",200609,5.300,4.600," ",.139," ",.015," ",.075," ",.039," ",.084," ",.410," ",.088," ",.360,245.000,-9.990,3.608,"w ","            ",
CO98,TC5681SW,"2006-10-03 16:30","2006-10-10 17:00",200610,5.150,4.700," ",.052," ",.004," ",.005," ",.008," ",.122," ",.616," ",.021," ",.224,412.700,8.890,8.890,"w ","            ",
CO98,TC5939SW,"2006-10-10 17:00","2006-10-17 16:10",200610,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,375.700,6.858,6.858,"  ","u           ",
CO98,TC6216SW,"2006-10-17 16:10","2006-10-24 16:15",200610,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1215.900,58.420,58.420,"  ","u           ",
CO98,TC6475SW,"2006-10-24 16:15","2006-10-31 17:45",200610,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,34.600,69.850,69.850,"  ","u           ",
CO98,TC6735SW,"2006-10-31 17:45","2006-11-07 17:30",200611,4.970,9.700," ",.305," ",.022," ",.016," ",.030," ",.240," ",1.452," ",.028," ",.847,307.200,15.240,15.240,"w ","            ",
CO98,TC6995SW,"2006-11-07 17:45","2006-11-14 19:40",200611,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,112.800,35.560,35.560,"  ","u           ",
CO98,TC7248SW,"2006-11-14 19:40","2006-11-21 17:46",200611,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,10.160,10.160,"  ","vu          ",
CO98,TC7513SW,"2006-11-21 17:46","2006-11-28 17:30",200611,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,116.200,8.890,8.890,"  ","u           ",
CO98,TC7805SW,"2006-11-28 18:00","2006-12-05 18:00",200612,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.100,21.590,21.590,"  ","v           ",
CO98,TC8059SW,"2006-12-05 18:00","2006-12-12 18:30",200612,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,9.300,8.890,8.890,"  ","vu          ",
CO98,TC8535SW,"2006-12-12 18:30","2006-12-19 17:50",200612,5.150,4.700," ",.095," ",.011," ",.012," ",.024," ",.072," ",.544," ",.045," ",.292,1009.500,-9.990,14.869,"w ","            ",
CO98,TC8668SW,"2006-12-19 17:50","2006-12-26 19:55",200612,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,209.300,-9.990,3.082,"  ","u           ",
CO98,TC8764SW,"2006-12-26 19:55","2007-01-02 17:30",200612,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,903.000,-9.990,13.300,"  ","u           ",
CO98,TC9124SW,"2007-01-02 17:30","2007-01-10 19:00",200701,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,38.100,38.100,"  ","v           ",
CO98,TC9322SW,"2007-01-10 19:00","2007-01-16 18:40",200701,5.750,3.900," ",.303," ",.022," ",.016," ",.049," ",.050," ",.698," ",.042," ",.252,863.100,16.510,16.510,"w ","            ",
CO98,TC9658SW,"2007-01-16 18:40","2007-01-23 18:50",200701,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,307.900,11.430,11.430,"  ","u           ",
CO98,TD0130SW,"2007-01-30 17:32","2007-02-06 17:40",200702,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.400,26.670,26.670,"  ","v           ",
CO98,TD0383SW,"2007-02-06 17:40","2007-02-13 18:30",200702,5.080,7.000," ",.218," ",.024," ",.025," ",.043," ",.156," ",1.272," ",.054," ",.410,187.600,16.510,16.510,"w ","            ",
CO98,TD0731SW,"2007-02-13 18:30","2007-02-20 18:38",200702,5.320,4.100," ",.108," ",.013," ",.010," ",.027," ",.095," ",.562," ",.031," ",.272,440.900,-9.990,6.494,"w ","            ",
CO98,TD0932SW,"2007-02-20 18:38","2007-02-27 18:15",200702,5.200,4.700," ",.112," ",.011," ",.022," ",.055," ",.070," ",.769," ",.062," ",.167,132.900,-9.990,1.957,"w ","            ",
CO98,TD1269SW,"2007-02-27 18:15","2007-03-06 18:30",200703,5.550,2.900," ",.081," ",.008," ",.006," ",.016," ",.116," ",.429," ",.023," ",.148,494.000,-9.990,7.276,"w ","            ",
CO98,TD1539SW,"2007-03-06 18:30","2007-03-13 17:00",200703,5.160,4.800," ",.061," ",.009," ",.018," ",.022," ",.119," ",.637," ",.038," ",.265,556.700,15.240,15.240,"w ","            ",
CO98,TD1735SW,"2007-03-13 17:00","2007-03-20 16:00",200703,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",
CO98,TD2074SW,"2007-03-20 16:00","2007-03-27 17:00",200703,5.390,4.700," ",.083," ",.008," ",.014," ",.019," ",.316," ",.760," ",.036," ",.327,1900.700,-9.990,27.996,"w ","            ",
CO98,TD2352SW,"2007-03-27 17:00","2007-04-03 16:20",200703,5.540,3.800," ",.132," ",.014," ",.022," ",.029," ",.142," ",.601," ",.039," ",.287,708.500,22.860,22.860,"w ","            ",
CO98,TD2541SW,"2007-04-03 16:20","2007-04-10 17:45",200704,5.550,5.700," ",.230," ",.030," ",.019," ",.062," ",.216," ",.795," ",.062," ",.618,964.300,31.750,31.750,"w ","            ",
CO98,TD2861SW,"2007-04-10 17:45","2007-04-17 16:40",200704,6.360,4.600," ",.118," ",.012," ",.012," ",.016," ",.430," ",.456," ",.028," ",.332,1586.600,-9.990,23.370,"w ","            ",
CO98,TD3164SW,"2007-04-17 16:40","2007-04-24 17:00",200704,6.030,5.900," ",.429," ",.036," ",.021," ",.041," ",.256," ",.876," ",.051," ",.694,1256.300,33.020,33.020,"w ","            ",
CO98,TD3368SW,"2007-04-24 17:00","2007-05-01 17:30",200704,5.450,6.200," ",.274," ",.028," ",.022," ",.040," ",.216," ",.780," ",.068," ",.535,54.700,1.270,1.270,"w ","            ",
CO98,TD3656SW,"2007-05-01 17:30","2007-05-08 17:55",200705,5.580,5.200," ",.190," ",.022," ",.051," ",.025," ",.288," ",.944," ",.037," ",.536,1728.500,30.480,30.480,"w ","            ",
CO98,TD3942SW,"2007-05-08 17:55","2007-05-15 17:50",200705,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,290.000,-9.990,4.271,"  ","c           ",
CO98,TD4221SW,"2007-05-15 17:50","2007-05-22 17:30",200705,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,485.600,6.350,6.350,"  ","c           ",
CO98,TD4469SW,"2007-05-22 17:30","2007-05-29 17:30",200705,5.650,6.300," ",.305," ",.040," ",.026," ",.058," ",.302," ",1.089," ",.092," ",.653,-9.000,17.780,17.780,"w ","            ",
CO98,TD4734SW,"2007-05-29 17:30","2007-06-05 16:30",200706,5.410,6.400," ",.232," ",.033," ",.027," ",.049," ",.278," ",.743," ",.077," ",.837,757.500,-9.990,11.157,"w ","            ",
CO98,TD4993SW,"2007-06-05 16:30","2007-06-12 17:05",200706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,608.900,15.240,15.240,"  ","c           ",
CO98,TD5246SW,"2007-06-12 17:05","2007-06-19 15:30",200706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,47.800,1.016,1.016,"  ","c           ",
CO98,TD5529SW,"2007-06-19 15:30","2007-06-26 16:40",200706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,328.900,5.334,5.334,"  ","c           ",
CO98,TD5768SW,"2007-06-26 16:40","2007-07-03 15:40",200706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,111.400,1.524,1.524,"  ","c           ",
CO98,TD6076SW,"2007-07-03 15:40","2007-07-10 17:15",200707,5.910,9.200," ",.426," ",.047," ",.107," ",.045," ",.655," ",1.554," ",.109," ",.857,875.100,13.208,13.208,"w ","            ",
CO98,TD6348SW,"2007-07-10 18:00","2007-07-17 16:45",200707,5.460,10.700," ",.394," ",.044," ",.137," ",.038," ",.756," ",1.669," ",.112," ",1.075,400.000,3.810,3.810,"w ","            ",
CO98,TD6613SW,"2007-07-17 16:45","2007-07-24 16:30",200707,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,259.500,5.080,5.080,"  ","c           ",
CO98,TD6881SW,"2007-07-24 16:30","2007-07-31 16:30",200707,4.950,7.100," ",.059," ",.007," ",.024," ",.006," ",.263," ",.929," ",.033," ",.329,1002.800,15.240,15.240,"w ","            ",
CO98,TD7075SW,"2007-07-31 16:30","2007-08-07 16:30",200708,5.650,10.200," ",.197," ",.019," ",.055," ",.016," ",.970," ",2.029," ",.055," ",.804,1556.200,21.590,21.590,"w ","            ",
CO98,TD7400SW,"2007-08-07 16:30","2007-08-14 16:40",200708,5.040,4.900," ",.045," ",.005," ",.010," ",.013," ",.100," ",.633," ",.029," ",.154,829.200,12.446,12.446,"w ","            ",
CO98,TD7691SW,"2007-08-14 16:40","2007-08-21 16:20",200708,4.900,8.000," ",.092," ",.009," ",.013," ",.009," ",.209," ",1.053," ",.027," ",.425,2262.700,35.306,35.306,"w ","            ",
CO98,TD7956SW,"2007-08-21 16:20","2007-08-28 16:00",200708,5.520,7.100," ",.289," ",.034," ",.039," ",.036," ",.399," ",1.364," ",.074," ",.604,879.400,12.192,12.192,"w ","            ",
CO98,TD8165SW,"2007-08-28 16:00","2007-09-04 16:45",200709,4.760,12.300," ",.171," ",.018," ",.020," ",.025," ",.402," ",1.678," ",.060," ",.847,819.500,14.224,14.224,"w ","            ",
CO98,TD8480SW,"2007-09-04 16:45","2007-09-11 16:50",200709,5.230,6.100," ",.154," ",.020," ",.041," ",.037," ",.213," ",.856," ",.064," ",.434,2410.300,34.290,34.290,"w ","            ",
CO98,TD8768SW,"2007-09-11 16:50","2007-09-18 15:15",200709,5.290,4.700," ",.143," ",.022," ",.036," ",.035," ",.073," ",.512," ",.059," ",.342,2408.300,36.068,36.068,"w ","            ",
