siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO98,TO9322SW,"2015-11-17 18:34","2015-11-24 18:15",201511,5.390,3.000," ",.110," ",.008," ",.011," ",.018," ",.056," ",.135," ",.037," ",.118,147.700,37.338,37.338,"w ","            ",
CO98,TO9659SW,"2015-11-24 18:15","2015-12-01 18:30",201511,6.130,3.700," ",.306," ",.022," ",.016," ",.049," ",.150," ",.476," ",.047," ",.189,859.500,36.576,36.576,"w ","            ",
CO98,TO9916SW,"2015-12-01 18:30","2015-12-08 18:00",201512,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",.648," ",-9.000," ",-9.000," ",-9.000,5.900,6.858,6.858,wi,"            ",
CO98,TP0126SW,"2015-12-08 18:00","2015-12-15 20:05",201512,5.320,3.600," ",.058," ",.005," ",.004," ",.013," ",.117," ",.537," ",.018," ",.069,1595.100,36.576,36.576,"w ","            ",
CO98,TP0625SW,"2015-12-15 20:05","2015-12-22 19:31",201512,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,98.100,40.640,40.640,"  ","u           ",2022-12-15
CO98,TP0654SW,"2015-12-22 19:31","2015-12-30 18:45",201512,-9.000,-9.000,<,-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.000,-9.990,-9.990,"  ","p           ",2022-12-15
CO98,TP1214SW,"2015-12-30 18:45","2016-01-05 19:07",201601,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.100,1.016,1.016,"  ","v           ",
CO98,TP1196SW,"2016-01-05 19:07","2016-01-12 18:51",201601,5.090,4.800," ",.024,<,.002,<,.004," ",.003," ",.130," ",.365," ",.010," ",.193,49.300,8.128,8.128,"w ","            ",2017-03-17
CO98,TP1482SW,"2016-01-12 18:51","2016-01-19 18:28",201601,4.920,5.900," ",.029," ",.003," ",.004," ",.011," ",.091," ",.314," ",.015," ",.348,131.600,42.418,42.418,"w ","            ",2017-03-17
CO98,TP1756SW,"2016-01-19 18:28","2016-01-26 17:14",201601,5.000,5.600," ",.032," ",.003," ",.005," ",.009," ",.079," ",.439," ",.023," ",.256,122.800,13.208,13.208,"w ","            ",2017-03-17
CO98,TP2228SW,"2016-01-26 17:14","2016-02-09 16:58",201602,-9.000,-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1221.400,72.644,72.644,"  ","e           ",2017-03-17
CO98,TP2541SW,"2016-02-09 16:58","2016-02-16 18:00",201602,5.200,4.900," ",.030," ",.005," ",.007," ",.006," ",.160," ",.177," ",.017," ",.194,52.600,47.498,47.498,wi,"            ",2017-03-17
CO98,TP2791SW,"2016-02-16 18:00","2016-02-23 18:10",201602,5.490,2.400," ",.045," ",.004,<,.004," ",.014," ",.092," ",.185," ",.011," ",.092,812.500,28.448,28.448,"w ","            ",2017-03-17
CO98,TP3073SW,"2016-02-23 18:10","2016-03-01 17:52",201602,5.480,5.000," ",.163," ",.017," ",.012," ",.034," ",.247," ",.568," ",.040," ",.363,114.900,7.366,7.366,"w ","            ",
CO98,TP3332SW,"2016-03-01 17:52","2016-03-08 20:55",201603,5.560,2.900," ",.102," ",.009," ",.007," ",.026," ",.092," ",.238," ",.021," ",.177,459.500,25.146,25.146,"w ","            ",2017-03-17
CO98,TP3600SW,"2016-03-08 20:55","2016-03-15 19:52",201603,5.720,3.900," ",.173," ",.017," ",.015," ",.024," ",.197," ",.485," ",.038," ",.183,529.900,32.766,32.766,"w ","            ",
CO98,TP3866SW,"2016-03-15 19:52","2016-03-22 16:25",201603,5.670,3.100," ",.126," ",.016," ",.006," ",.022," ",.146," ",.335," ",.033," ",.186,872.500,39.624,39.624,"w ","            ",2017-03-17
CO98,TP4133SW,"2016-03-22 16:25","2016-03-29 15:45",201603,6.270,3.500," ",.233," ",.021," ",.014," ",.022," ",.176," ",.270," ",.017," ",.157,1035.600,35.306,35.306,"w ","            ",2017-03-17
CO98,TP4399SW,"2016-03-29 15:45","2016-04-05 15:55",201604,6.290,6.900," ",.259," ",.030," ",.022," ",.075," ",.570," ",1.077," ",.098," ",.447,402.700,14.224,14.224,"w ","            ",
CO98,TP4688SW,"2016-04-05 15:55","2016-04-12 15:15",201604,5.930,4.800," ",.157," ",.018," ",.016," ",.053," ",.344," ",.681," ",.062," ",.363,146.800,9.906,9.906,"w ","            ",
CO98,TP4919SW,"2016-04-12 15:15","2016-04-19 16:50",201604,-9.000,-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,2500.200,73.914,73.914,"  ","u           ",2017-03-17
CO98,TP5199SW,"2016-04-19 16:50","2016-04-26 16:45",201604,6.250,7.100," ",.527," ",.053," ",.034," ",.085," ",.309," ",.976," ",.108," ",.604,328.300,24.638,24.638,"w ","            ",
CO98,TP5472SW,"2016-04-26 16:45","2016-05-03 16:12",201604,-9.000,-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1861.800,35.306,35.306,"  ","u           ",2017-03-17
CO98,TP5754SW,"2016-05-03 16:12","2016-05-10 22:35",201605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.000,61.976,61.976,"  ","v           ",
CO98,TP6004SW,"2016-05-10 22:35","2016-05-17 19:20",201605,5.440,3.200," ",.079," ",.009," ",.012," ",.015," ",.083," ",.393," ",.038," ",.160,1753.500,28.448,28.448,"w ","            ",2017-03-17
CO98,TP6259SW,"2016-05-17 19:20","2016-05-24 17:13",201605,5.250,4.500," ",.066," ",.009,<,.004," ",.011," ",.158," ",.585," ",.029," ",.245,333.700,6.096,6.096,"w ","            ",2017-03-17
CO98,TP6532SW,"2016-05-24 17:13","2016-05-31 17:30",201605,5.810,5.500," ",.217," ",.030," ",.027," ",.038," ",.347," ",.842," ",.085," ",.456,364.900,5.842,5.842,"w ","            ",
CO98,TP6788SW,"2016-05-31 17:30","2016-06-07 17:33",201606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,130.400,1.524,1.524,"  ","c           ",
CO98,TP7073SW,"2016-06-07 17:33","2016-06-14 15:58",201606,5.630,6.900," ",.271," ",.044," ",.180," ",.043," ",.371," ",.927," ",.095," ",.550,990.300,13.716,13.716,"w ","            ",
CO98,TP7331SW,"2016-06-14 15:58","2016-06-21 16:11",201606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,6.000,.000,.000,"d ","            ",
CO98,TP7619SW,"2016-06-21 16:11","2016-06-28 16:00",201606,5.330,5.700," ",.160," ",.026," ",.108," ",.031," ",.204," ",.790," ",.070," ",.356,628.500,9.398,9.398,"w ","            ",
CO98,TP7888SW,"2016-06-28 16:00","2016-07-05 16:42",201607,5.330,5.100," ",.131," ",.019," ",.034," ",.032," ",.206," ",.583," ",.075," ",.264,1397.500,22.860,22.860,"w ","            ",
CO98,TP8135SW,"2016-07-05 16:42","2016-07-12 16:49",201607,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,97.000,1.270,1.270,"  ","c           ",
CO98,TP8427SW,"2016-07-12 16:49","2016-07-19 17:30",201607,5.350,9.100," ",.394," ",.046," ",.052," ",.083," ",.374," ",1.372," ",.171," ",.763,54.300,1.016,1.016,"w ","            ",
CO98,TP8680SW,"2016-07-19 17:30","2016-07-26 16:01",201607,5.570,6.100," ",.170," ",.020," ",.014," ",.026," ",.412," ",1.213," ",.072," ",.346,550.000,8.890,8.890,"w ","            ",
CO98,TP8934SW,"2016-07-26 16:01","2016-08-02 14:49",201607,5.960,6.700," ",.312," ",.038," ",.043," ",.030," ",.421," ",1.075," ",.114," ",.297,81.200,1.778,1.778,"w ","            ",
CO98,TP9204SW,"2016-08-02 14:49","2016-08-09 15:35",201608,6.040,8.900," ",.377," ",.037," ",.062," ",.032," ",.735," ",1.618," ",.080," ",.516,827.900,13.970,13.970,"w ","            ",
CO98,TP9445SW,"2016-08-09 15:35","2016-08-16 14:54",201608,5.370,6.300," ",.231," ",.035," ",.026," ",.086," ",.235," ",.912," ",.127," ",.526,781.000,11.430,11.430,"w ","            ",
CO98,TP9748SW,"2016-08-16 14:54","2016-08-23 17:44",201608,5.790,7.600," ",.371," ",.047," ",.046," ",.031," ",.484," ",1.158," ",.087," ",.545,490.000,7.366,7.366,"w ","            ",
CO98,TQ0034SW,"2016-08-23 17:44","2016-08-31 17:50",201608,6.300,8.000," ",.255," ",.028," ",.043," ",.024," ",.820," ",1.037," ",.071," ",.408,1262.000,18.542,18.542,"w ","            ",
CO98,TQ0256SW,"2016-08-31 17:50","2016-09-06 17:12",201609,5.130,4.800," ",.050," ",.007," ",.007," ",.018," ",.126," ",.375," ",.035," ",.379,822.500,12.700,12.700,"w ","            ",2017-03-17
CO98,TQ0486SW,"2016-09-06 17:12","2016-09-13 17:52",201609,6.380,7.300," ",.299," ",.033," ",.032," ",.040," ",.697," ",.898," ",.080," ",.391,279.900,4.318,4.318,"w ","            ",
CO98,TQ0833SW,"2016-09-13 17:52","2016-09-20 16:57",201609,5.990,6.700," ",.465," ",.052," ",.032," ",.099," ",.273," ",1.046," ",.178," ",.561,152.600,2.286,2.286,"w ","            ",
CO98,TQ1105SW,"2016-09-20 16:57","2016-09-27 17:22",201609,5.520,4.100," ",.201," ",.023," ",.276," ",.019,<,.019," ",.229," ",.058," ",.221,62.700,5.588,5.588,"w ","            ",2023-01-31
CO98,TQ1320SW,"2016-09-27 17:22","2016-10-04 19:20",201610,5.720,3.400," ",.180," ",.018," ",.015," ",.015," ",.112," ",.302," ",.029," ",.277,507.400,11.176,11.176,"w ","            ",2017-03-17
CO98,TQ1606SW,"2016-10-04 19:20","2016-10-11 17:33",201610,5.630,4.600," ",.176," ",.018," ",.020," ",.022," ",.196," ",.682," ",.041," ",.320,916.200,25.908,25.908,"w ","            ",
CO98,TQ1792SW,"2016-10-11 17:33","2016-10-18 16:10",201610,5.740,3.900," ",.161," ",.018," ",.015," ",.028," ",.196," ",.512," ",.045," ",.326,1074.700,24.892,24.892,"w ","            ",
CO98,TQ2125SW,"2016-10-18 16:10","2016-10-25 18:30",201610,5.810,3.200," ",.153," ",.018," ",.013," ",.021," ",.148," ",.338," ",.027," ",.224,379.600,10.160,10.160,"w ","            ",2017-03-17
CO98,TQ2393SW,"2016-10-25 18:30","2016-11-01 18:32",201610,5.190,4.100," ",.030," ",.005," ",.013," ",.006," ",.117," ",.249," ",.022," ",.313,588.300,11.176,11.176,"w ","            ",2017-03-17
CO98,TQ2654SW,"2016-11-01 18:32","2016-11-08 19:33",201611,5.140,4.500," ",.093," ",.010," ",.009," ",.023," ",.166," ",.574," ",.034," ",.312,518.200,8.890,8.890,"w ","            ",2017-03-17
CO98,TQ2892SW,"2016-11-08 19:33","2016-11-15 19:21",201611,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.508,.508,"  ","v           ",
CO98,TQ3062SW,"2016-11-15 19:21","2016-11-22 19:51",201611,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1375.900,37.338,37.338,"  ","u           ",2017-03-17
CO98,TQ3487SW,"2016-11-22 19:51","2016-11-29 17:35",201611,5.270,3.800," ",.068," ",.011," ",.020," ",.007," ",.100," ",.275," ",.013," ",.220,81.100,20.828,20.828,wi,"            ",2017-03-17
CO98,TQ3737SW,"2016-11-29 17:35","2016-12-06 19:23",201612,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,3.500,13.462,13.462,"  ","v           ",
CO98,TQ3968SW,"2016-12-06 19:23","2016-12-13 20:00",201612,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,200.000,77.978,77.978,"  ","u           ",2017-03-17
CO98,TQ4296SW,"2016-12-13 20:00","2016-12-20 20:20",201612,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.300,97.790,97.790,"  ","v           ",
CO98,TQ4468SW,"2016-12-20 20:20","2016-12-27 19:32",201612,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.300,34.798,34.798,"  ","v           ",
CO98,TQ4742SW,"2016-12-27 19:32","2017-01-03 20:01",201612,5.310,3.400," ",.036," ",.005," ",.005," ",.021," ",.094," ",.260," ",.022," ",.119,530.500,44.704,44.704,"w ","            ",2023-02-16
CO98,TR0655SW,"2017-01-03 20:01","2017-01-17 20:37",201701,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.000,-9.990,-9.990,"  ","pef         ",
CO98,TQ5530SW,"2017-01-17 20:37","2017-01-24 19:48",201701,-9.000,-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,337.000,35.052,35.052,"  ","u           ",
CO98,TQ5809SW,"2017-01-24 19:48","2017-01-31 19:20",201701,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",.092," ",.530," ",.017," ",.302,37.400,17.018,17.018,wi,"            ",
CO98,TQ6082SW,"2017-01-31 19:20","2017-02-07 19:37",201702,5.040,4.900," ",.043," ",.006," ",.007," ",.009," ",.138," ",.389," ",.013," ",.298,158.200,65.278,65.278,"w ","            ",
CO98,TQ6335SW,"2017-02-07 19:37","2017-02-14 18:09",201702,5.280,3.400," ",.068," ",.009," ",.010," ",.015," ",.073," ",.238," ",.023," ",.160,746.400,71.882,71.882,"w ","            ",
CO98,TQ6588SW,"2017-02-14 18:09","2017-02-21 18:41",201702,-9.000,4.500," ",.077," ",.014," ",.017," ",.022," ",.162," ",.385," ",.031," ",.212,53.200,8.382,8.382,wi,"            ",
CO98,TQ6903SW,"2017-02-21 18:41","2017-02-28 19:30",201702,5.690,2.700," ",.116," ",.010," ",.007," ",.009," ",.115," ",.314," ",.019," ",.102,1381.200,97.282,97.282,"w ","            ",
CO98,TQ7158SW,"2017-02-28 19:43","2017-03-08 19:45",201703,5.850,3.100," ",.233," ",.020," ",.013," ",.016," ",.071," ",.259," ",.023," ",.140,174.700,46.228,46.228,"w ","            ",
CO98,TQ7432SW,"2017-03-08 19:45","2017-03-14 18:45",201703,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,2.900,4.826,4.826,"  ","vu          ",
CO98,TQ7643SW,"2017-03-14 18:45","2017-03-21 17:03",201703,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.100,.000,.000,"d ","            ",
CO98,TQ7965SW,"2017-03-21 17:03","2017-03-28 18:45",201703,5.630,3.600," ",.128," ",.010," ",.012," ",.046," ",.156," ",.499," ",.020," ",.187,1417.300,26.416,26.416,"w ","            ",
CO98,TQ8214SW,"2017-03-28 18:45","2017-04-04 18:44",201704,5.750,2.700," ",.020,<,.002," ",.002," ",.003," ",.199," ",.285," ",.009," ",.078,1837.100,34.290,34.290,"w ","            ",
CO98,TQ8468SW,"2017-04-04 18:44","2017-04-11 17:41",201704,5.540,2.400," ",.037," ",.005," ",.004," ",.008," ",.082," ",.240," ",.014," ",.107,918.700,28.702,28.702,"w ","            ",
CO98,TQ8740SW,"2017-04-11 17:41","2017-04-18 17:30",201704,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.000,.000,.000,"d ","            ",
CO98,TQ9016SW,"2017-04-18 17:30","2017-04-25 18:10",201704,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1552.900,52.324,52.324,"  ","u           ",
CO98,TQ9277SW,"2017-04-25 18:10","2017-05-02 17:40",201704,5.780,2.600," ",.023," ",.003," ",.003," ",.004," ",.210," ",.238," ",.018," ",.176,1533.700,51.308,51.308,"w ","            ",
CO98,TQ9553SW,"2017-05-02 17:40","2017-05-09 22:45",201705,5.850,4.100," ",.180," ",.016," ",.015," ",.044," ",.266," ",.516," ",.060," ",.323,857.100,16.510,16.510,"w ","            ",
CO98,TQ9833SW,"2017-05-09 22:57","2017-05-16 16:51",201705,5.270,3.000," ",.033," ",.005," ",.004," ",.010," ",.081," ",.281," ",.020," ",.112,881.700,14.732,14.732,"w ","            ",
CO98,TR0049SW,"2017-05-16 16:51","2017-05-22 19:20",201705,5.600,2.200," ",-9.000," ",.004," ",.004," ",.008," ",.147," ",.252," ",.020," ",.078,-9.000,124.968,124.968,"w ","            ",
CO98,TR0341SW,"2017-05-22 19:20","2017-05-30 19:18",201705,6.020,4.700," ",.268," ",.033," ",.018," ",.026," ",.249," ",.360," ",.047," ",.365,2095.200,-9.990,30.861,"w ","            ",
CO98,TR0643SW,"2017-05-30 19:18","2017-06-06 16:56",201706,5.560,5.700," ",.262," ",.036," ",.022," ",.052," ",.309," ",.820," ",.107," ",.562,557.900,-9.990,8.217,"w ","            ",
CO98,TR0908SW,"2017-06-06 16:56","2017-06-13 18:03",201706,5.840,4.700," ",.264," ",.032," ",.013," ",.033," ",.240," ",.646," ",.069," ",.313,188.200,2.794,2.794,"w ","            ",
CO98,TR1123SW,"2017-06-13 18:03","2017-06-20 17:22",201706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.200,.000,.000,"d ","            ",
CO98,TR1397SW,"2017-06-20 17:22","2017-06-27 18:13",201706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.200,.254,.254,"  ","v           ",
CO98,TR1730SW,"2017-06-27 18:13","2017-07-05 15:55",201707,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,159.400,2.540,2.540,"  ","c           ",
CO98,TR1871SW,"2017-07-05 15:55","2017-07-11 18:15",201707,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,342.300,5.842,5.842,"  ","c           ",
CO98,TR2205SW,"2017-07-11 18:15","2017-07-18 15:20",201707,5.990,7.600," ",.197," ",.027," ",.056," ",.024," ",.668," ",1.298," ",.089," ",.461,320.900,6.096,6.096,"w ","            ",
CO98,TR2418SW,"2017-07-18 15:20","2017-07-25 15:02",201707,5.720,5.400," ",.115," ",.014," ",.015," ",.011," ",.458," ",.918," ",.046," ",.258,1522.500,23.368,23.368,"w ","            ",
CO98,TR2628SW,"2017-07-25 15:02","2017-08-01 15:15",201707,5.400,4.100," ",.047," ",.005," ",.009," ",.008," ",.230," ",.548," ",.024," ",.166,1897.100,32.258,32.258,"w ","            ",
CO98,TR2939SW,"2017-08-01 15:15","2017-08-08 16:06",201708,5.830,6.600," ",.242," ",.028," ",.083," ",.021," ",.492," ",.722," ",.069," ",.413,2746.300,40.894,40.894,"w ","            ",
CO98,TR3187SW,"2017-08-08 16:20","2017-08-15 16:00",201708,5.250,5.200," ",.104," ",.013," ",.024," ",.027," ",.330," ",.678," ",.062," ",.307,2981.000,47.498,47.498,"w ","            ",
CO98,TR3461SW,"2017-08-15 16:00","2017-08-22 16:25",201708,5.300,5.800," ",.122," ",.016," ",.021," ",.016," ",.322," ",.748," ",.055," ",.342,134.100,1.524,1.524,"w ","            ",
CO98,TR3686SW,"2017-08-22 16:25","2017-08-29 17:04",201708,5.210,7.700," ",.198," ",.023," ",.018," ",.027," ",.469," ",1.117," ",.088," ",.558,516.400,7.620,7.620,"w ","            ",
CO98,TR3978SW,"2017-08-29 17:04","2017-09-05 16:45",201709,5.800,10.100," ",.543," ",.060," ",.044," ",.049," ",.686," ",1.530," ",.098," ",.872,215.800,3.048,3.048,"w ","            ",
CO98,TR4227SW,"2017-09-05 16:45","2017-09-12 15:18",201709,5.250,-9.000," ",.157," ",.015," ",.034," ",.010," ",.392," ",.757," ",.046," ",.416,707.300,11.176,11.176,"w ","            ",2019-12-19
CO98,TR4873SW,"2017-09-12 15:18","2017-09-19 15:29",201709,5.490,5.900," ",.194," ",.021," ",.023," ",.023," ",.393," ",.964," ",.057," ",.431,1029.300,18.034,18.034,"w ","            ",
CO98,TR4751SW,"2017-09-19 15:29","2017-09-27 16:09",201709,5.540,2.300," ",.043," ",.005," ",.007," ",.010," ",.058," ",.213," ",.023," ",.087,1212.700,23.876,23.876,"w ","            ",
CO98,TR4977SW,"2017-09-27 16:09","2017-10-03 18:48",201709,5.470,3.800," ",.080," ",.008," ",.008," ",.012," ",.195," ",.562," ",.033," ",.196,3881.300,79.756,79.756,"w ","            ",
CO98,TR5304SW,"2017-10-03 18:48","2017-10-11 17:42",201710,6.120,2.700," ",.086," ",.009," ",.008," ",.007," ",.234," ",.201," ",.013," ",.066,832.200,17.018,17.018,"w ","            ",
CO98,TR5516SW,"2017-10-11 17:42","2017-10-17 18:22",201710,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,4.200,1.016,1.016,"  ","v           ",
CO98,TR5816SW,"2017-10-17 18:22","2017-10-24 18:47",201710,6.320,15.600," ",.527," ",.052," ",.041," ",.049," ",.182," ",.502," ",.065," ",.393,50.100,5.080,5.080,wi,"            ",
CO98,TR6056SW,"2017-10-24 18:47","2017-10-31 18:30",201710,4.920,6.500," ",.106," ",.011," ",.007," ",.010," ",.170," ",.682," ",.032," ",.249,326.500,8.890,8.890,"w ","            ",
CO98,TR6330SW,"2017-10-31 18:30","2017-11-08 20:24",201711,5.490,2.800," ",.075," ",.009," ",.006," ",.011," ",.107," ",.219," ",.019," ",.133,1699.500,-9.990,25.033,"w ","            ",
CO98,TR6735SW,"2017-11-08 20:24","2017-11-14 18:15",201711,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.700,.000,.000,"d ","            ",
CO98,TR6790SW,"2017-11-14 18:15","2017-11-21 19:32",201711,5.560,3.100," ",.132," ",.015," ",.008," ",.007," ",.077," ",.247," ",.016," ",.275,680.100,43.434,43.434,"w ","            ",
CO98,TR7036SW,"2017-11-21 19:32","2017-11-28 18:23",201711,5.050,4.700," ",.040," ",.005," ",.005," ",.005," ",.119," ",.372," ",.036," ",.321,301.900,8.636,8.636,"w ","            ",
CO98,TR7299SW,"2017-11-28 18:23","2017-12-05 19:16",201712,6.480,6.700," ",.792," ",.094," ",.058," ",.036," ",.203," ",.479," ",.029," ",.452,49.200,9.144,9.144,wi,"            ",
CO98,TR7587SW,"2017-12-05 19:16","2017-12-12 18:45",201712,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.000,-9.990,.127,"t ","            ",
CO98,TR7802SW,"2017-12-12 18:45","2017-12-19 18:01",201712,5.370,3.940," ",-9.000," ",.005," ",.003," ",.013," ",.241," ",.217," ",.012," ",.090,446.200,8.890,8.890,"w ","            ",
CO98,TR8044SW,"2017-12-19 18:01","2017-12-27 19:33",201712,5.630,3.050," ",-9.000," ",.011," ",.013," ",.010," ",.145," ",.448," ",.018," ",.089,874.400,46.228,46.228,"w ","            ",
CO98,TR8490SW,"2017-12-27 19:33","2018-01-02 19:15",201712,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.762,.762,"  ","v           ",
CO98,TR8564SW,"2018-01-02 19:15","2018-01-09 18:32",201801,5.030,4.100," ",.018," ",.002,<,.002,<,.002," ",.042," ",.151," ",.008," ",.061,124.000,-9.990,1.826,"w ","            ",
CO98,TR8844SW,"2018-01-09 18:32","2018-01-16 20:08",201801,5.160,3.300," ",.012,<,.002," ",.008,<,.002," ",.045," ",.080," ",.010," ",.059,256.600,-9.990,3.779,"w ","            ",
CO98,TR9139SW,"2018-01-16 20:08","2018-01-24 20:00",201801,5.530,2.100," ",.027," ",.003," ",.003," ",.010," ",.071," ",.146," ",.013," ",.050,863.200,21.844,21.844,"w ","            ",
CO98,TR9333SW,"2018-01-24 20:00","2018-01-30 19:13",201801,-9.000,-9.000," ",2.841," ",.267," ",.197," ",.134," ",.221," ",1.168," ",.086," ",.417,99.000,8.890,8.890,wi,"            ",
CO98,TR9838SW,"2018-01-30 19:13","2018-02-13 19:35",201802,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1117.400,73.914,73.914,"  ","e           ",
CO98,TS0169SW,"2018-02-13 19:35","2018-02-21 20:06",201802,5.910,2.900," ",.186," ",.012," ",.009," ",.013," ",.071," ",.101," ",.017," ",.089,500.300,39.370,39.370,"w ","            ",
CO98,TS0400SW,"2018-02-21 20:06","2018-02-27 19:23",201802,5.330,3.500," ",.070," ",.009," ",.006," ",.023," ",.105," ",.470," ",.039," ",.061,249.200,46.990,46.990,"w ","            ",
CO98,TS0633SW,"2018-02-27 19:23","2018-03-06 19:12",201803,6.400,8.200," ",.837," ",.105," ",.083," ",.145," ",.251," ",1.582," ",.203," ",.441,69.000,12.700,12.700,wi,"            ",
CO98,TS0913SW,"2018-03-06 19:12","2018-03-13 17:55",201803,5.340,3.900," ",.056," ",.007," ",.006," ",.013," ",.150," ",.314," ",.031," ",.189,146.500,5.588,5.588,"w ","            ",
CO98,TS1082SW,"2018-03-13 17:55","2018-03-20 18:25",201803,5.640,5.000," ",.138," ",.012," ",.013," ",.020," ",.412," ",.609," ",.043," ",.235,1077.100,34.036,34.036,"w ","            ",
CO98,TS1427SW,"2018-03-20 18:25","2018-03-27 18:40",201803,5.520,2.700," ",.095," ",.011," ",.011," ",.016," ",.083," ",.203," ",.025," ",.105,554.000,27.178,27.178,"w ","            ",
CO98,TS1652SW,"2018-03-27 18:40","2018-04-03 18:19",201803,6.200,5.200," ",.415," ",.049," ",.044," ",.050," ",.259," ",.724," ",.053," ",.337,411.100,21.844,21.844,"w ","            ",
CO98,TS1908SW,"2018-04-03 18:19","2018-04-10 18:20",201804,5.510,2.600," ",.065," ",.007," ",.005," ",.009," ",.075," ",.148," ",.016," ",.119,2384.000,81.280,81.280,"w ","            ",
CO98,TS2176SW,"2018-04-10 18:20","2018-04-17 18:21",201804,7.070,20.400," ",3.197," ",.195," ",.108," ",.140," ",.199," ",.812," ",.124," ",.809,395.100,23.876,23.876,"w ","            ",
CO98,TS2420SW,"2018-04-17 18:21","2018-04-24 17:50",201804,6.310,6.400," ",.306," ",.033," ",.025," ",.045," ",.582," ",.878," ",.063," ",.328,846.200,22.606,22.606,"w ","            ",
